0,1DT18IS008,"Akansha P M",2021-06-22,riya@gmail.om,9977665533
1,1DT18IS005,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
2,1DT18IS006,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
3,1DT18IS007,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
4,1DT18IS009,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
5,1DT18IS010,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
6,1DT18IS011,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
7,1DT18IS012,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
8,1DT18IS013,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
9,1DT18IS014,"Akansha P M",2021-06-10,riya@gmail.om,9977665533
